amfi_code,scheme_name,category,sub_category,cagr_5yr,cagr_3yr,cagr_1yr,volatility_ann,sharpe_ratio,sortino_ratio,alpha_ann,beta,r_squared,max_drawdown,var_95_pct,cvar_95_pct
120503,ICICI Pru Bluechip Fund - Regular - Growth,Equity,Large Cap,0.12602917506622235,0.09854016337787797,0.05670259378211373,0.11749520419593236,0.5619733632371376,0.4945967059845148,0.0,1.0,0.0,-0.13897862823061635,1.2133236715948303,1.6099692653253457
120504,ICICI Pru Bluechip Fund - Direct - Growth,Equity,Large Cap,0.15533527861345542,0.13177354360397864,0.17131375603555865,0.12159171405589163,0.7840606521068779,0.6835123262678996,0.0,1.0,0.0,-0.12588275606922517,1.2531255294818833,1.6225606809666344
120505,ICICI Pru Midcap Fund - Regular - Growth,Equity,Mid Cap,0.21620844274103246,0.1572230933233587,0.2748332876783839,0.16331148626873557,0.9565061607729491,0.8530568487431938,0.0,1.0,0.0,-0.18188513572116294,1.6224087303417265,2.2363198028897977
120506,ICICI Pru Value Discovery Fund - Regular - Growth,Equity,Value,0.11488973983007589,0.1423100984087342,0.24867643676120288,0.1288537355031303,0.42598485496559335,0.3720864585192242,0.0,1.0,0.0,-0.1982565826298267,1.3005352264566303,1.7792496196296157
120507,ICICI Pru Liquid Fund - Regular - Growth,Debt,Liquid,0.04935981887404317,0.04956840603900603,0.05124365754131732,0.004595542446781668,-2.31532648194955,-2.9822656625388126,0.0,1.0,0.0,-0.0009773140045925555,0.019572938739494946,0.03253526256203926
118632,Nippon India Large Cap Fund - Regular - Growth,Equity,Large Cap,0.1602047007039744,0.13180371331935214,0.18211611438005293,0.11978074493866073,0.8365676866952937,0.7355103657538371,0.0,1.0,0.0,-0.17414075086657232,1.233346907720558,1.6327725070326382
118633,Nippon India Large Cap Fund - Direct - Growth,Equity,Large Cap,0.10956163692939236,0.16725779765765947,0.16708053404818357,0.11842466866302143,0.4185077103354242,0.3773264694833229,0.0,1.0,0.0,-0.18629743138595511,1.206568147523046,1.5542096862478805
118634,Nippon India Small Cap Fund - Regular - Growth,Equity,Small Cap,0.11021463268605447,0.05810467306022904,0.3027856379299503,0.2134696587931458,0.23523077223219316,0.20192838859252418,0.0,1.0,0.0,-0.2334488614483311,2.2809809042508045,2.993961894901776
118635,Nippon India ETF Nifty 50 BeES,Equity,Index/ETF,0.10747506930927275,0.13172562069891391,0.12285729798755618,0.10985306633798696,0.43216881323280804,0.3820845495126569,0.0,1.0,0.0,-0.1165062450540909,1.103346672270995,1.4938288639839212
118636,Nippon India Gilt Securities Fund - Regular - Growth,Debt,Gilt,0.03636466629074353,0.055363697415269586,0.08232705338338975,0.033727480304525666,-0.7007737754452117,-0.6219233863298921,0.0,1.0,0.0,-0.08316361763638702,0.3344389562199767,0.45406871188527165
120841,Kotak Bluechip Fund - Regular - Growth,Equity,Large Cap,0.09145323201679845,0.06332981690316175,0.2985358151996942,0.11389383315023298,0.27616273108755324,0.24025425041995527,0.0,1.0,0.0,-0.1757361416468729,1.1724966759344824,1.5248574925611378
120842,Kotak Emerging Equity Fund - Regular - Growth,Equity,Mid Cap,0.04574058137590309,0.09841396578857076,0.1253759959040448,0.15131095633895364,-0.09423916793014116,-0.07863595887493818,0.0,1.0,0.0,-0.24003511326274884,1.6949938922196217,2.125068794917235
120843,Kotak Flexicap Fund - Regular - Growth,Equity,Flexi Cap,0.20405972782902082,0.2166999341232414,0.2505703573524387,0.13454333708270202,1.0707310443806608,0.9749646421623315,0.0,1.0,0.0,-0.1297396816518679,1.3327485173211562,1.7114102153899122
120844,Kotak Liquid Fund - Regular - Growth,Debt,Liquid,0.047184434214071924,0.04515064482049791,0.052657100245451005,0.004712319548628601,-2.7195875945335057,-3.525650966859703,0.0,1.0,0.0,-0.0011629327956168556,0.02038147642592136,0.03620891285341904
119092,Axis Bluechip Fund - Regular - Growth,Equity,Large Cap,0.04348545501276435,0.0005165442734509362,0.047121680545571865,0.1179651178179341,-0.13999515528585316,-0.12038748003975515,0.0,1.0,0.0,-0.1440161790933726,1.2692876487327587,1.6166151944503535
119093,Axis Bluechip Fund - Direct - Growth,Equity,Large Cap,0.053808789609553154,0.08934349507083406,0.1139813282280886,0.1182482043206589,-0.052357753980414486,-0.044787803889887526,0.0,1.0,0.0,-0.21751396370148224,1.258785333198682,1.6331690102985696
119094,Axis Midcap Fund - Regular - Growth,Equity,Mid Cap,0.18692553740148088,0.2129444205806197,0.21259874836943626,0.1642463139678321,0.7727755608953236,0.6958196508378689,0.0,1.0,0.0,-0.20960883862039192,1.6996541912790986,2.2374528784811143
119095,Axis Small Cap Fund - Regular - Growth,Equity,Small Cap,0.01046629878858063,-0.09741731006848708,-0.22106103077905137,0.21193443362831077,-0.23372181841055262,-0.1994192258339946,0.0,1.0,0.0,-0.5167775370852656,2.328360266362247,2.969003972741721
101206,ABSL Frontline Equity Fund - Regular - Growth,Equity,Large Cap,0.1569063981262846,0.22397738480380092,0.3751661842669647,0.12332110247769963,0.7858054799972969,0.701864893516142,0.0,1.0,0.0,-0.11291596329323073,1.2173429806863612,1.607512058946511
101207,ABSL Small Cap Fund - Regular - Growth,Equity,Small Cap,0.0540862719964994,-0.05573632895491687,-0.09195870184657506,0.21812982654308152,-0.027111047109977006,-0.02340422344000398,0.0,1.0,0.0,-0.3544691649336603,2.391462085614526,3.028853855689586
101208,ABSL Liquid Fund - Regular - Growth,Debt,Liquid,0.044439263555229314,0.04341410877385754,0.05132872812178446,0.00461860837197231,-3.369139617725522,-4.092442704730388,0.0,1.0,0.0,-0.0016224980244717857,0.02184446720203015,0.0370888261084244
102885,UTI Nifty 50 Index Fund - Regular - Growth,Equity,Index,0.12241237372583735,0.13106842740248603,0.1397926542801473,0.1086373712116601,0.5745018774822729,0.5070462085968978,0.0,1.0,0.0,-0.1085986215250232,1.1047180236723242,1.4381301038700012
102886,UTI Mid Cap Fund - Regular - Growth,Equity,Mid Cap,0.00806467235234054,-0.03660262205002596,-0.2008813191275144,0.15332441289191184,-0.33872836470126894,-0.2834455709713139,0.0,1.0,0.0,-0.2800112356639287,1.6857052171303166,2.177063382107187
102887,UTI Flexi Cap Fund - Regular - Growth,Equity,Flexi Cap,0.1132888882904719,0.17218950045568304,-0.08326674925269795,0.13331254069504203,0.39972899783203775,0.35686047003462,0.0,1.0,0.0,-0.21539827112383225,1.3743344236293054,1.7963512958246095
148567,Mirae Asset Large Cap Fund - Regular - Growth,Equity,Large Cap,0.20448240377816895,0.25127469643415923,0.044588680176518514,0.12025007220633226,1.2015161498635727,1.0394519495026688,0.0,1.0,0.0,-0.11265729075028275,1.2607396741943242,1.6343197522742479
148568,Mirae Asset Emerging Bluechip Fund - Regular - Growth,Equity,Large & Mid Cap,0.15030203724961866,0.10109386275223997,0.1835553148835174,0.1305827825255206,0.691530962222913,0.6098593547370169,0.0,1.0,0.0,-0.1527259422823477,1.331269515511313,1.7383918582139044
148569,Mirae Asset Tax Saver Fund - Regular - Growth,Equity,ELSS,0.2106603493658472,0.20890367973052104,0.40286907598243227,0.1496454949053764,1.0067817241081165,0.9089566428170334,0.0,1.0,0.0,-0.1639674294693263,1.5259046371143081,1.9851510510311667
149322,DSP Top 100 Equity Fund - Regular - Growth,Equity,Large Cap,0.09053210165708792,0.13591757240129332,0.08561950349466274,0.12141529821671088,0.2514683248777431,0.21556867350069508,0.0,1.0,0.0,-0.14844576917771746,1.2955446642516755,1.6995172112929815
149323,DSP Midcap Fund - Regular - Growth,Equity,Mid Cap,0.19563465986072437,0.24693333598123646,0.11010465604482333,0.1502289807114623,0.9028528265210789,0.7770797358033047,0.0,1.0,0.0,-0.17248105753451382,1.5865984799217414,2.09026576862566
149324,DSP Small Cap Fund - Regular - Growth,Equity,Small Cap,0.21279729078941023,0.17045551126002367,0.38616771101626135,0.2101908465972875,0.7269455033984438,0.6405167033038852,0.0,1.0,0.0,-0.31171900300634214,2.152030425318905,2.857253167644592
